
Intensity Median Ch=3 Img=1
 ==================== 
Intensity Median,Unit,Category,Channel,Image,Time,TrackID,ID,
0,,Spot,3,Image 1,95,1000024401,24401,
0,,Spot,3,Image 1,96,1000024401,24402,
0,,Spot,3,Image 1,97,1000024401,24403,
0,,Spot,3,Image 1,98,1000024401,24404,
0,,Spot,3,Image 1,99,1000024401,24405,
0,,Spot,3,Image 1,100,1000024401,24406,
0,,Spot,3,Image 1,101,1000024401,24407,
0,,Spot,3,Image 1,102,1000024401,24408,
0,,Spot,3,Image 1,103,1000024401,24409,
0,,Spot,3,Image 1,104,1000024401,24410,
0,,Spot,3,Image 1,105,1000024401,24411,
0,,Spot,3,Image 1,106,1000024401,24412,
0,,Spot,3,Image 1,107,1000024401,24413,
0,,Spot,3,Image 1,108,1000024401,24414,
0,,Spot,3,Image 1,109,1000024401,24415,
0,,Spot,3,Image 1,110,1000024401,24416,
0,,Spot,3,Image 1,111,1000024401,24417,
0,,Spot,3,Image 1,112,1000024401,24418,
0,,Spot,3,Image 1,113,1000024401,24419,
0,,Spot,3,Image 1,114,1000024401,24420,
0,,Spot,3,Image 1,115,1000024401,24421,
0,,Spot,3,Image 1,116,1000024401,24422,
0,,Spot,3,Image 1,117,1000024401,24423,
0,,Spot,3,Image 1,118,1000024401,24424,
0,,Spot,3,Image 1,119,1000024401,24425,
0,,Spot,3,Image 1,120,1000024401,24426,
0,,Spot,3,Image 1,121,1000024401,24427,
0,,Spot,3,Image 1,122,1000024401,24428,
0,,Spot,3,Image 1,123,1000024401,24429,
0,,Spot,3,Image 1,124,1000024401,24430,
0,,Spot,3,Image 1,125,1000024401,24431,
0,,Spot,3,Image 1,126,1000024401,24432,
0,,Spot,3,Image 1,127,1000024401,24433,
0,,Spot,3,Image 1,128,1000024401,24434,
0,,Spot,3,Image 1,129,1000024401,24435,
0,,Spot,3,Image 1,130,1000024401,24436,
0,,Spot,3,Image 1,131,1000024401,24437,
0,,Spot,3,Image 1,132,1000024401,24438,
0,,Spot,3,Image 1,133,1000024401,24439,
0,,Spot,3,Image 1,134,1000024401,24440,
0,,Spot,3,Image 1,134,1000024480,24480,
0,,Spot,3,Image 1,135,1000024401,24481,
0,,Spot,3,Image 1,135,1000024480,24482,
0,,Spot,3,Image 1,136,1000024401,24483,
0,,Spot,3,Image 1,136,1000024480,24484,
0,,Spot,3,Image 1,137,1000024401,24485,
0,,Spot,3,Image 1,137,1000024480,24486,
0,,Spot,3,Image 1,138,1000024401,24487,
0,,Spot,3,Image 1,138,1000024480,24488,
0,,Spot,3,Image 1,139,1000024401,24489,
0,,Spot,3,Image 1,139,1000024480,24490,
0,,Spot,3,Image 1,140,1000024401,24491,
0,,Spot,3,Image 1,140,1000024480,24492,
0,,Spot,3,Image 1,141,1000024401,24493,
0,,Spot,3,Image 1,141,1000024480,24494,
0,,Spot,3,Image 1,142,1000024401,24495,
0,,Spot,3,Image 1,142,1000024480,24496,
0,,Spot,3,Image 1,143,1000024401,24497,
0,,Spot,3,Image 1,143,1000024480,24498,
0,,Spot,3,Image 1,144,1000024401,24499,
0,,Spot,3,Image 1,144,1000024480,24500,
0,,Spot,3,Image 1,145,1000024401,24501,
0,,Spot,3,Image 1,145,1000024480,24502,
0,,Spot,3,Image 1,146,1000024401,24503,
0,,Spot,3,Image 1,146,1000024480,24504,
0,,Spot,3,Image 1,147,1000024401,24505,
0,,Spot,3,Image 1,147,1000024480,24506,
0,,Spot,3,Image 1,148,1000024401,24507,
0,,Spot,3,Image 1,148,1000024480,24508,
0,,Spot,3,Image 1,149,1000024401,24509,
0,,Spot,3,Image 1,149,1000024480,24510,
0,,Spot,3,Image 1,150,1000024401,24511,
0,,Spot,3,Image 1,150,1000024480,24512,
0,,Spot,3,Image 1,151,1000024401,24513,
0,,Spot,3,Image 1,151,1000024480,24514,
0,,Spot,3,Image 1,152,1000024401,24515,
0,,Spot,3,Image 1,152,1000024480,24516,
0,,Spot,3,Image 1,153,1000024401,24517,
0,,Spot,3,Image 1,153,1000024480,24518,
0,,Spot,3,Image 1,154,1000024401,24519,
0,,Spot,3,Image 1,154,1000024480,24520,
0,,Spot,3,Image 1,155,1000024401,24521,
0,,Spot,3,Image 1,155,1000024480,24522,
0,,Spot,3,Image 1,156,1000024401,24523,
0,,Spot,3,Image 1,156,1000024480,24524,
0,,Spot,3,Image 1,157,1000024401,24525,
0,,Spot,3,Image 1,157,1000024480,24526,
0,,Spot,3,Image 1,158,1000024401,24527,
0,,Spot,3,Image 1,158,1000024480,24528,
0,,Spot,3,Image 1,159,1000024401,24529,
0,,Spot,3,Image 1,159,1000024480,24530,
0,,Spot,3,Image 1,160,1000024401,24531,
0,,Spot,3,Image 1,160,1000024480,24532,
0,,Spot,3,Image 1,161,1000024401,24533,
0,,Spot,3,Image 1,161,1000024480,24534,
0,,Spot,3,Image 1,162,1000024401,24535,
0,,Spot,3,Image 1,162,1000024480,24536,
0,,Spot,3,Image 1,163,1000024401,24537,
0,,Spot,3,Image 1,163,1000024480,24538,
0,,Spot,3,Image 1,164,1000024401,24539,
0,,Spot,3,Image 1,164,1000024480,24540,
0,,Spot,3,Image 1,165,1000024401,24541,
0,,Spot,3,Image 1,165,1000024480,24542,
0,,Spot,3,Image 1,166,1000024401,24543,
0,,Spot,3,Image 1,166,1000024480,24544,
0,,Spot,3,Image 1,167,1000024401,24545,
0,,Spot,3,Image 1,167,1000024480,24546,
0,,Spot,3,Image 1,168,1000024401,24547,
0,,Spot,3,Image 1,168,1000024480,24548,
0,,Spot,3,Image 1,169,1000024401,24549,
0,,Spot,3,Image 1,169,1000024480,24550,
0,,Spot,3,Image 1,170,1000024480,24551,
0,,Spot,3,Image 1,171,1000024480,24552,
0,,Spot,3,Image 1,172,1000024480,24553,
0,,Spot,3,Image 1,173,1000024480,24554,
0,,Spot,3,Image 1,174,1000024480,24555,
0,,Spot,3,Image 1,175,1000024480,24556,
0,,Spot,3,Image 1,176,1000024480,24557,
0,,Spot,3,Image 1,177,1000024480,24558,
0,,Spot,3,Image 1,178,1000024480,24559,
0,,Spot,3,Image 1,179,1000024480,24560,
0,,Spot,3,Image 1,180,1000024480,24561,
0,,Spot,3,Image 1,181,1000024480,24562,
0,,Spot,3,Image 1,182,1000024480,24563,
0,,Spot,3,Image 1,183,1000024480,24564,
0,,Spot,3,Image 1,184,1000024480,24565,
216.04,,Spot,3,Image 1,261,1000024566,24566,
220.04,,Spot,3,Image 1,262,1000024566,24567,
220.028,,Spot,3,Image 1,263,1000024566,24568,
219.942,,Spot,3,Image 1,264,1000024566,24569,
217.968,,Spot,3,Image 1,265,1000024566,24570,
220.988,,Spot,3,Image 1,266,1000024566,24571,
221.052,,Spot,3,Image 1,267,1000024566,24572,
221.032,,Spot,3,Image 1,268,1000024566,24573,
220,,Spot,3,Image 1,269,1000024566,24574,
219.988,,Spot,3,Image 1,270,1000024566,24575,
217.024,,Spot,3,Image 1,271,1000024566,24576,
217.024,,Spot,3,Image 1,272,1000024566,24577,
220,,Spot,3,Image 1,273,1000024566,24578,
217.048,,Spot,3,Image 1,274,1000024566,24579,
218.976,,Spot,3,Image 1,275,1000024566,24580,
220.008,,Spot,3,Image 1,276,1000024566,24581,
217.016,,Spot,3,Image 1,277,1000024566,24582,
220.032,,Spot,3,Image 1,278,1000024566,24583,
219.992,,Spot,3,Image 1,279,1000024566,24584,
216.036,,Spot,3,Image 1,280,1000024566,24585,
219.04,,Spot,3,Image 1,281,1000024566,24586,
220.008,,Spot,3,Image 1,282,1000024566,24587,
215.98,,Spot,3,Image 1,283,1000024566,24588,
216,,Spot,3,Image 1,284,1000024566,24589,
218.984,,Spot,3,Image 1,285,1000024566,24590,
220.016,,Spot,3,Image 1,286,1000024566,24591,
219.988,,Spot,3,Image 1,287,1000024566,24592,
216.024,,Spot,3,Image 1,288,1000024566,24593,
219.032,,Spot,3,Image 1,289,1000024566,24594,
219.008,,Spot,3,Image 1,290,1000024566,24595,
216.016,,Spot,3,Image 1,291,1000024566,24596,
215.976,,Spot,3,Image 1,292,1000024566,24597,
216.02,,Spot,3,Image 1,293,1000024566,24598,
215.984,,Spot,3,Image 1,294,1000024566,24599,
216.016,,Spot,3,Image 1,295,1000024566,24600,
